start,end,today,deviceid,general_info/q6_organization,general_info/q7_assessment_code,general_info/assessment_type,general_info/gps,general_info/q2_date_assessment,general_info/q3_province,general_info/q4_district,general_info/q5_market_name_city,s1_full_market_survey/q1_3_market_size,s1_full_market_survey/q1_4_market_appearance,s1_full_market_survey/q1_5_comodities_you_sell,s1_full_market_survey/q1_6_supplies_come_from,s1_full_market_survey/q1_6_1buy_locally,s1_full_market_survey/q1_6_2_another_city,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/pakistan,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/iran,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/kazakistan,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/tajikistan,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/uzbekistan,s1_full_market_survey/q1_7_you_your_supplier_face_problem,s1_full_market_survey/q1_7_you_your_supplier_face_problem/no_problem,s1_full_market_survey/q1_7_you_your_supplier_face_problem/higher_transportation_cost,s1_full_market_survey/q1_7_you_your_supplier_face_problem/insecurity_on_roads,s1_full_market_survey/q1_7_you_your_supplier_face_problem/very_high_insecurity_on_roads,s1_full_market_survey/q1_7_you_your_supplier_face_problem/other_transportation_problem,s1_full_market_survey/q1_7_1_you_your_supplier_face_problem_other,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/no_constraints,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/comodity_shortage_source_market,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/prices_at_source_market_exp,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/no_money_to_buy_stocks,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/not_enough_storage_space,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/other,s1_full_market_survey/q1_8_1_if_you_had_to_increase_your_sales_other,s1_full_market_survey/q1_9_shortage_items,s1_full_market_survey/q1_9_1_shortage_items_yes,s1_full_market_survey/q1_10_current_price_wheat_flour,s1_full_market_survey/q1_10_1_current_price_rice,s1_full_market_survey/q1_10_2_current_price_oil,s1_full_market_survey/q1_10_3_current_price_diesel,s1_full_market_survey/q1_11_two_weeks_wheat_flour,s1_full_market_survey/q1_11_1_current_price_rice,s1_full_market_survey/q1_11_2_current_price_oil,s1_full_market_survey/q1_11_3_current_price_diesel,s1_full_market_survey/q1_12_new_stocks_wheat_flour,s1_full_market_survey/q1_12_1_new_stocks_rice,s1_full_market_survey/q1_12_2_new_stocks_oil,s1_full_market_survey/q1_12_3_new_stocks_diesel,s1_full_market_survey/q1_13_your_customers_face_security_constraints,s1_full_market_survey/q1_14_current_unskill_labor_wage,s1_full_market_survey/q1_15_functional_money_transfer_system,s1_full_market_survey/q1_15_1_functional_money_transfer,s1_full_market_survey/q1_15_1_functional_money_transfer/hawaladars,s1_full_market_survey/q1_15_1_functional_money_transfer/mobile_phone_agent,s1_full_market_survey/q1_15_1_functional_money_transfer/banks,s1_full_market_survey/q1_15_1_functional_money_transfer/remitance_agent,s1_full_market_survey/q1_15_1_functional_money_transfer/other,s1_full_market_survey/q1_15_2_functional_money_transfer_other,s1_full_market_survey/q1_16_displaced_people_rent_room,s1_full_market_survey/q1_16_1_why_not,s1_full_market_survey/q1_16_1_why_not/few_rooms_apartments,s1_full_market_survey/q1_16_1_why_not/don't_have_necessary_docs,s1_full_market_survey/q1_16_1_why_not/cant_afford_rent,s1_full_market_survey/q1_17_1_room_cost_min,s1_full_market_survey/q1_17_2_room_cost_max,s1_full_market_survey/q1_18_other_important_info,S2_shortermarketsurvey/q2_3_current_price_wheat_flour,S2_shortermarketsurvey/q2_3_1_current_price_rice,S2_shortermarketsurvey/q2_3_2_current_price_oil,S2_shortermarketsurvey/q2_3_4_current_price_diesel,S2_shortermarketsurvey/q2_4_1_two_weeks_wheat_flour,S2_shortermarketsurvey/q2_4_2_current_price_rice,S2_shortermarketsurvey/q2_4_3_current_price_oil,S2_shortermarketsurvey/q2_4_4_current_price_diesel,S2_shortermarketsurvey/q2_5_1_new_stocks_wheat_flour,S2_shortermarketsurvey/q2_5_2_new_stocks_rice,S2_shortermarketsurvey/q2_5_3_new_stocks_oil,S2_shortermarketsurvey/q2_5_4_new_stocks_diesel,S2_shortermarketsurvey/q2_6_1_room_cost_min,S2_shortermarketsurvey/q2_6_2_room_cost_max,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,_duration,_submitted_by,_xform_id
2017-09-10T16:10:49.862+04:30,2017-09-10T17:53:04.784+04:30,2017-09-10,F0:6B:CA:DE:CE:E9,PIN,P002,full_market_survey,,2017-09-10,Jawzjan,Shiberghan,Bazari sheberghan,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Mazar_e_Sharif,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,75,80,53,25,75,80,40,4,3,5,7,no,300,yes,hawaladars banks remitance_agent,TRUE,FALSE,TRUE,TRUE,FALSE,,yes,,,,,3000,4500,0,,,,,,,,,,,,,,,uuid:35871c90-a199-464d-bce4-d9f55fc25bc5,19216922,35871c90-a199-464d-bce4-d9f55fc25bc5,2017-09-11 3:44:55,12,,-1,,,201708201140,6135,erm_afg_user,231207
2017-09-10T17:57:10.682+04:30,2017-09-10T18:01:57.550+04:30,2017-09-10,F0:6B:CA:DE:CE:E9,PIN,P002,full_market_survey,,2017-09-10,Jawzjan,Shiberghan,Bazari shebreghan,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Mazar_e_Sharif,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,52,80,53,25,55,87,40,3,7,4,7,no,350,yes,hawaladars banks remitance_agent,TRUE,FALSE,TRUE,TRUE,FALSE,,yes,,,,,2000,4000,0,,,,,,,,,,,,,,,uuid:7605d0e6-55fe-44d0-8cb1-531cddf8225a,19216924,7605d0e6-55fe-44d0-8cb1-531cddf8225a,2017-09-11 3:44:56,13,,-1,,,201708201140,287,erm_afg_user,231207
2017-09-11T01:08:00.474+04:30,2017-09-11T01:12:13.099+04:30,2017-09-11,353620075664662,NRC,A-BDG-013,short_market_survey,,2017-09-11,Badghis,Qala_e_Naw,Qanatta Market ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,75,70,50,32,75,70,50,33,40,30,40,1500,2000,uuid:8cb4cc1c-e813-43a2-bd5f-09d6d0551fa5,19372405,8cb4cc1c-e813-43a2-bd5f-09d6d0551fa5,2017-09-12 3:50:48,14,,-1,,,201708201140,253,erm_afg_user,231207
2017-09-11T01:13:32.807+04:30,2017-09-11T01:16:30.858+04:30,2017-09-11,353620075664662,NRC,A-BDG-013,short_market_survey,,2017-09-11,Badghis,Qala_e_Naw,Bazar Qanatta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,70,70,50,32,70,70,50,35,38,42,40,1000,2500,uuid:ca28bc3b-e958-4759-9fb4-c4bd88565c53,19372406,ca28bc3b-e958-4759-9fb4-c4bd88565c53,2017-09-12 3:50:49,15,,-1,,,201708201140,178,erm_afg_user,231207
2017-09-11T01:16:36.690+04:30,2017-09-11T01:19:38.927+04:30,2017-09-11,353620075664662,NRC,A-BDG-013,short_market_survey,,2017-09-11,Badghis,Qala_e_Naw,Bazar Haji Aziz ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,80,75,52,35,80,75,52,28,38,42,45,1400,2700,uuid:b5d15b2a-fe21-4535-aeeb-1c632935b428,19372407,b5d15b2a-fe21-4535-aeeb-1c632935b428,2017-09-12 3:50:50,16,,-1,,,201708201140,182,erm_afg_user,231207
2017-09-13T14:47:39.046+04:30,2017-09-13T14:54:42.303+04:30,2017-09-13,357055085414905,ACTED,A009,full_market_survey,,2017-09-13,Kunduz,Dasht_e_Archi,?????? ,large,well_function_busy,food_items,another_city_afghanistan,,Kunduz,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,24,75,112,50,24,75,112,50,8,8,8,15,yes,250,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,500,700,,,,,,,,,,,,,,,,uuid:4c72b813-47e0-4c66-9eac-67f880799422,19420743,4c72b813-47e0-4c66-9eac-67f880799422,2017-09-13 10:37:14,17,,-1,,,201708201140,423,erm_afg_user,231207
2017-09-13T14:54:47.110+04:30,2017-09-13T14:59:09.389+04:30,2017-09-13,357055085414905,ACTED,A009,full_market_survey,,2017-09-13,Kunduz,Dasht_e_Archi,?????? ,large,well_function_busy,food_items,another_city_afghanistan,,Kunduz,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,26,80,120,51,26,85,125,51,7,7,7,7,yes,250,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,350,500,,,,,,,,,,,,,,,,uuid:0580c6bf-2be2-4de0-a150-5d419399286b,19420746,0580c6bf-2be2-4de0-a150-5d419399286b,2017-09-13 10:37:18,18,,-1,,,201708201140,262,erm_afg_user,231207
2017-09-13T14:59:13.077+04:30,2017-09-13T15:02:39.000+04:30,2017-09-13,357055085414905,ACTED,A009,full_market_survey,,2017-09-13,Kunduz,Dasht_e_Archi,?????? ,large,well_function_busy,food_items,another_city_afghanistan,,Kunduz,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,76,115,51,25,76,115,51,6,6,6,6,no,250,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,380,480,,,,,,,,,,,,,,,,uuid:d022cb6a-d075-4290-991c-05b76c919050,19420754,d022cb6a-d075-4290-991c-05b76c919050,2017-09-13 10:37:25,19,,-1,,,201708201140,206,erm_afg_user,231207
2017-09-14T09:11:04.232+04:30,2017-09-14T09:18:06.478+04:30,2017-09-14,357055085414905,ACTED,A009,full_market_survey,36.49886685423553 68.90841864980757 411.5 8.5,2017-09-14,Kunduz,Aliabad,??? ???? ,large,well_function_busy,food_items,another_city_afghanistan,,Kunduz,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,90,120,50,25,90,120,50,10,10,10,10,no,200,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,600,700,,,,,,,,,,,,,,,,uuid:0238ccf2-a41e-4603-897d-eaeb3755628b,19451949,0238ccf2-a41e-4603-897d-eaeb3755628b,2017-09-14 5:46:49,20,,-1,,,201708201140,422,erm_afg_user,231207
2017-09-14T09:25:37.025+04:30,2017-09-14T09:29:33.840+04:30,2017-09-14,357055085414905,ACTED,A009,full_market_survey,36.49893022142351 68.90859073027968 391.70001220703125 8.5,2017-09-14,Kunduz,Aliabad,??? ???? ,large,well_function_busy,food_items,another_city_afghanistan,,Kunduz,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,26,95,75,50,26,95,75,50,9,9,9,9,no,200,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,500,550,,,,,,,,,,,,,,,,uuid:c55aa8bd-8011-47fa-b401-ab65ee46ef3e,19451951,c55aa8bd-8011-47fa-b401-ab65ee46ef3e,2017-09-14 5:46:51,21,,-1,,,201708201140,236,erm_afg_user,231207
2017-09-14T09:30:04.770+04:30,2017-09-14T09:36:54.128+04:30,2017-09-14,357055085414905,ACTED,A009,full_market_survey,36.49902267381549 68.90858109109104 403.1000061035156 11.5,2017-09-14,Kunduz,Aliabad,??? ???? ,large,well_function_busy,food_items,another_city_afghanistan,,Kunduz,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,27,92,78,50,27,92,78,50,6,6,6,6,no,200,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,600,650,,,,,,,,,,,,,,,,uuid:991f8580-151c-4aa1-89e4-e27d8397eec4,19451952,991f8580-151c-4aa1-89e4-e27d8397eec4,2017-09-14 5:46:53,22,,-1,,,201708201140,410,erm_afg_user,231207
2017-09-14T11:08:47.360Z,2017-09-14T11:21:07.043Z,2017-09-14,38:0B:40:22:7A:30,PIN,P001,full_market_survey,,2017-09-14,Balkh,Mazar_e_Sharif,Mandawi,large,well_function_busy,food_items,import,,,pakistan kazakistan,TRUE,FALSE,TRUE,FALSE,FALSE,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,85,75,57,24,85,77,52,14,30,25,14,no,300,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,1500,5000,,,,,,,,,,,,,,,,uuid:40dbabe3-d523-4829-a2c8-fb69f8064870,19469861,40dbabe3-d523-4829-a2c8-fb69f8064870,2017-09-14 11:29:32,23,,-1,,,201708201140,740,erm_afg_user,231207
2017-09-14T11:27:54.805Z,2017-09-14T11:39:49.177Z,2017-09-14,38:0B:40:22:7A:30,PIN,P001,full_market_survey,,2017-09-14,Balkh,Mazar_e_Sharif,Mandawi,large,well_function_busy,food_items,import,,,pakistan kazakistan,TRUE,FALSE,TRUE,FALSE,FALSE,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,24,90,77,58,24,85,77,52,14,40,28,30,no,250,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,2000,6000,,,,,,,,,,,,,,,,uuid:032b8e02-1a02-453e-bff5-e8d898372ad1,19469865,032b8e02-1a02-453e-bff5-e8d898372ad1,2017-09-14 11:29:33,24,,-1,,,201708201140,715,erm_afg_user,231207
